case,pen_pct,k2,ieee2800,branch,fault_bus,fault_type,zone_classical,zone_ibr,direc_classical,direc_ibr,i2_classical,i2_ibr,t_oc_classical,t_oc_ibr,n_misoperations,flag_zone_changed,flag_lost_distance_trip,flag_zone1_reach_lost,flag_directional_lost,flag_directional_reversed,flag_lost_oc_pickup,flag_slower_oc
case39,40.6,4,yes,16-21,16,LL,1,1,reverse,reverse,7.57334,6.48522,0.338249,0.346429,0,False,False,False,False,False,False,False
case39,40.6,0,no,16-21,16,LLG,1,1,reverse,reverse,7.55089,6.58399,0.343164,0.351571,0,False,False,False,False,False,False,False
case39,40.6,4,yes,16-21,16,LLG,1,1,reverse,reverse,7.55089,6.46597,0.343164,0.351384,0,False,False,False,False,False,False,False
case39,40.6,0,no,16-24,16,3LG,1,1,no_decision,no_decision,0,0,0.409575,0.425619,0,False,False,False,False,False,False,False
case39,40.6,4,yes,16-24,16,3LG,1,1,no_decision,no_decision,0,0,0.409575,0.425619,0,False,False,False,False,False,False,False
case39,40.6,0,no,16-24,16,SLG,1,1,reverse,reverse,0.0629602,0.0557306,0.974823,0.973664,0,False,False,False,False,False,False,False
case39,40.6,4,yes,16-24,16,SLG,1,1,reverse,reverse,0.0629602,0.0538079,0.974823,0.973979,0,False,False,False,False,False,False,False
case39,40.6,0,no,16-24,16,LL,1,1,reverse,reverse,4.87021,4.24679,0.447504,0.457757,0,False,False,False,False,False,False,False
case39,40.6,4,yes,16-24,16,LL,1,1,reverse,reverse,4.87021,4.17047,0.447504,0.457131,0,False,False,False,False,False,False,False
case39,40.6,0,no,16-24,16,LLG,1,1,reverse,reverse,4.85577,4.23399,0.42824,0.450459,0,False,False,False,False,False,False,False
case39,40.6,4,yes,16-24,16,LLG,1,1,reverse,reverse,4.85577,4.15809,0.42824,0.450575,0,False,False,False,False,False,False,False
case39,40.6,0,no,16-21,21,3LG,2,2,no_decision,no_decision,0,0,0.242855,0.25808,0,False,False,False,False,False,False,False
case39,40.6,4,yes,16-21,21,3LG,2,2,no_decision,no_decision,0,0,0.242855,0.25808,0,False,False,False,False,False,False,False
case39,40.6,0,no,16-21,21,SLG,2,2,forward,forward,0.392543,0.350029,0.572573,0.558713,0,False,False,False,False,False,False,False
case39,40.6,4,yes,16-21,21,SLG,2,2,forward,forward,0.392543,0.353313,0.572573,0.558472,0,False,False,False,False,False,False,False
case39,40.6,0,no,16-21,21,LL,2,2,forward,forward,16.7259,14.827,0.251096,0.263695,0,False,False,False,False,False,False,False
case39,40.6,4,yes,16-21,21,LL,2,2,forward,forward,16.7259,15.0861,0.251096,0.262396,0,False,False,False,False,False,False,False
case39,40.6,0,no,16-21,21,LLG,2,2,forward,forward,16.6394,14.7498,0.252388,0.26487,0,False,False,False,False,False,False,False
case39,40.6,4,yes,16-21,21,LLG,2,2,forward,forward,16.6394,15.0082,0.252388,0.263543,0,False,False,False,False,False,False,False
case39,40.6,0,no,21-22,21,3LG,1,1,no_decision,no_decision,0,0,0.262869,0.271959,0,False,False,False,False,False,False,False
case39,40.6,4,yes,21-22,21,3LG,1,1,no_decision,no_decision,0,0,0.262869,0.271959,0,False,False,False,False,False,False,False
case39,40.6,0,no,21-22,21,SLG,1,1,reverse,reverse,0.29131,0.25976,0.450807,0.450192,0,False,False,False,False,False,False,False
case39,40.6,4,yes,21-22,21,SLG,1,1,reverse,reverse,0.29131,0.256783,0.450807,0.450083,0,False,False,False,False,False,False,False
case39,40.6,0,no,21-22,21,LL,1,1,reverse,reverse,12.4125,11.0033,0.266442,0.274199,0,False,False,False,False,False,False,False
case39,40.6,4,yes,21-22,21,LL,1,1,reverse,reverse,12.4125,10.9643,0.266442,0.274042,0,False,False,False,False,False,False,False
case39,40.6,0,no,21-22,21,LLG,1,1,reverse,reverse,12.3482,10.946,0.267933,0.275823,0,False,False,False,False,False,False,False
case39,40.6,4,yes,21-22,21,LLG,1,1,reverse,reverse,12.3482,10.9077,0.267933,0.275632,0,False,False,False,False,False,False,False
case39,40.6,0,no,16-24,24,3LG,2,2,no_decision,no_decision,0,0,0.21117,0.222739,0,False,False,False,False,False,False,False
case39,40.6,4,yes,16-24,24,3LG,2,2,no_decision,no_decision,0,0,0.21117,0.222739,0,False,False,False,False,False,False,False
case39,40.6,0,no,16-24,24,SLG,2,2,forward,forward,0.472968,0.419566,1.47993,1.21135,0,False,False,False,False,False,False,False
case39,40.6,4,yes,16-24,24,SLG,2,2,forward,forward,0.472968,0.421655,1.47993,1.21,0,False,False,False,False,False,False,False
case39,40.6,0,no,16-24,24,LL,2,2,forward,forward,25.2602,22.197,0.221242,0.231647,0,False,False,False,False,False,False,False
case39,40.6,4,yes,16-24,24,LL,2,2,forward,forward,25.2602,22.5716,0.221242,0.230436,0,False,False,False,False,False,False,False
case39,40.6,0,no,16-24,24,LLG,2,2,forward,forward,25.1541,22.1028,0.22057,0.232336,0,False,False,False,False,False,False,False
case39,40.6,4,yes,16-24,24,LLG,2,2,forward,forward,25.1541,22.477,0.22057,0.231172,0,False,False,False,False,False,False,False
case39,40.6,0,no,23-24,24,3LG,2,2,no_decision,no_decision,0,0,0.350635,0.36582,0,False,False,False,False,False,False,False
case39,40.6,4,yes,23-24,24,3LG,2,2,no_decision,no_decision,0,0,0.350635,0.36582,0,False,False,False,False,False,False,False
case39,40.6,0,no,23-24,24,SLG,2,2,forward,forward,0.126485,0.112204,0.591545,0.596521,0,False,False,False,False,False,False,False
case39,40.6,4,yes,23-24,24,SLG,2,2,forward,forward,0.126485,0.110087,0.591545,0.596314,0,False,False,False,False,False,False,False
case39,40.6,0,no,23-24,24,LL,2,2,forward,forward,6.75532,5.93611,0.354251,0.366297,0,False,False,False,False,False,False,False
case39,40.6,4,yes,23-24,24,LL,2,2,forward,forward,6.75532,5.89305,0.354251,0.366023,0,False,False,False,False,False,False,False
case39,40.6,0,no,23-24,24,LLG,2,2,forward,forward,6.72695,5.91094,0.359505,0.371968,0,False,False,False,False,False,False,False
case39,40.6,4,yes,23-24,24,LLG,2,2,forward,forward,6.72695,5.86834,0.359505,0.371554,0,False,False,False,False,False,False,False
case39,40.6,0,no,1-39,39,3LG,2,2,no_decision,no_decision,0,0,0.397039,0.431763,0,False,False,False,False,False,False,False
case39,40.6,4,yes,1-39,39,3LG,2,2,no_decision,no_decision,0,0,0.397039,0.431763,0,False,False,False,False,False,False,False
case39,40.6,0,no,1-39,39,SLG,2,2,forward,forward,0.105552,0.0823144,inf,1.36165,0,False,False,False,False,False,False,False
case39,40.6,4,yes,1-39,39,SLG,2,2,forward,forward,0.105552,0.0768531,inf,1.36882,0,False,False,False,False,False,False,False
case39,40.6,0,no,1-39,39,LL,2,2,forward,forward,5.40256,3.93683,0.425039,0.430347,0,False,False,False,False,False,False,False
case39,40.6,4,yes,1-39,39,LL,2,2,forward,forward,5.40256,3.89484,0.425039,0.423931,0,False,False,False,False,False,False,False
case39,40.6,0,no,1-39,39,LLG,2,2,forward,forward,5.37648,3.91782,0.424559,0.430593,0,False,False,False,False,False,False,False
case39,40.6,4,yes,1-39,39,LLG,2,2,forward,forward,5.37648,3.87598,0.424559,0.424319,0,False,False,False,False,False,False,False
case39,40.6,0,no,9-39,39,3LG,2,2,no_decision,no_decision,0,0,0.387108,0.402231,0,False,False,False,False,False,False,False
case39,40.6,4,yes,9-39,39,3LG,2,2,no_decision,no_decision,0,0,0.387108,0.402231,0,False,False,False,False,False,False,False
case39,40.6,0,no,9-39,39,SLG,2,2,forward,forward,0.111929,0.0872874,inf,0.84777,0,False,False,False,False,False,False,False
case39,40.6,4,yes,9-39,39,SLG,2,2,forward,forward,0.111929,0.0796707,inf,0.850451,0,False,False,False,False,False,False,False
case39,40.6,0,no,9-39,39,LL,2,2,forward,forward,5.72895,4.17467,0.419035,0.396121,0,False,False,False,False,False,False,False
case39,40.6,4,yes,9-39,39,LL,2,2,forward,forward,5.72895,4.03764,0.419035,0.392507,0,False,False,False,False,False,False,False
case39,40.6,0,no,9-39,39,LLG,2,2,forward,forward,5.70129,4.15451,0.418368,0.396547,0,False,False,False,False,False,False,False
case39,40.6,4,yes,9-39,39,LLG,2,2,forward,forward,5.70129,4.01808,0.418368,0.393009,0,False,False,False,False,False,False,False
case39,68.5,0,no,15-16,16,3LG,2,2,no_decision,no_decision,0,0,0.364953,0.441676,1,False,False,False,False,False,False,True
case39,68.5,4,yes,15-16,16,3LG,2,2,no_decision,no_decision,0,0,0.364953,0.441676,1,False,False,False,False,False,False,True
case39,68.5,0,no,15-16,16,SLG,2,2,forward,forward,0.134004,0.101709,0.872332,2.73844,1,False,False,False,False,False,False,True
case39,68.5,4,yes,15-16,16,SLG,2,2,forward,forward,0.134004,0.0976715,0.872332,2.72453,1,False,False,False,False,False,False,True
case39,68.5,0,no,15-16,16,LL,2,2,forward,forward,7.74803,5.47473,0.375816,0.470633,1,False,False,False,False,False,False,True
case39,68.5,4,yes,15-16,16,LL,2,2,forward,forward,7.74803,5.50045,0.375816,0.459139,1,False,False,False,False,False,False,True
case39,68.5,0,no,15-16,16,LLG,2,2,forward,forward,7.7153,5.4486,0.379426,0.461947,1,False,False,False,False,False,False,True
case39,68.5,4,yes,15-16,16,LLG,2,2,forward,forward,7.7153,5.47773,0.379426,0.447434,0,False,False,False,False,False,False,False
case39,68.5,0,no,16-17,16,3LG,1,1,no_decision,no_decision,0,0,0.304427,0.392494,1,False,False,False,False,False,False,True
case39,68.5,4,yes,16-17,16,3LG,1,1,no_decision,no_decision,0,0,0.304427,0.392494,1,False,False,False,False,False,False,True
case39,68.5,0,no,16-17,16,SLG,1,1,reverse,reverse,0.169834,0.128905,0.640522,0.683587,0,False,False,False,False,False,False,False
case39,68.5,4,yes,16-17,16,SLG,1,1,reverse,reverse,0.169834,0.132617,0.640522,0.68294,0,False,False,False,False,False,False,False
case39,68.5,0,no,16-17,16,LL,1,1,reverse,reverse,9.81973,6.93858,0.316087,0.387287,1,False,False,False,False,False,False,True
case39,68.5,4,yes,16-17,16,LL,1,1,reverse,reverse,9.81973,7.46843,0.316087,0.378356,0,False,False,False,False,False,False,False
case39,68.5,0,no,16-17,16,LLG,1,1,reverse,reverse,9.77825,6.90546,0.322485,0.394903,1,False,False,False,False,False,False,True
case39,68.5,4,yes,16-17,16,LLG,1,1,reverse,reverse,9.77825,7.43758,0.322485,0.385642,0,False,False,False,False,False,False,False
case39,68.5,0,no,16-19,16,3LG,1,1,no_decision,no_decision,0,0,0.359917,0.442959,1,False,False,False,False,False,False,True
case39,68.5,4,yes,16-19,16,3LG,1,1,no_decision,no_decision,0,0,0.359917,0.442959,1,False,False,False,False,False,False,True
case39,68.5,0,no,16-19,16,SLG,1,1,reverse,reverse,0.0975292,0.0740251,0.843859,1.56453,1,False,False,False,False,False,False,True
case39,68.5,4,yes,16-19,16,SLG,1,1,reverse,reverse,0.0975292,0.0733811,0.843859,1.57271,1,False,False,False,False,False,False,True
case39,68.5,0,no,16-19,16,LL,1,1,reverse,reverse,5.6391,3.98456,0.360227,0.447783,1,False,False,False,False,False,False,True
case39,68.5,4,yes,16-19,16,LL,1,1,reverse,reverse,5.6391,4.13252,0.360227,0.44545,1,False,False,False,False,False,False,True
case39,68.5,0,no,16-19,16,LLG,1,1,reverse,reverse,5.61528,3.96555,0.359943,0.447539,1,False,False,False,False,False,False,True
case39,68.5,4,yes,16-19,16,LLG,1,1,reverse,reverse,5.61528,4.11545,0.359943,0.445049,1,False,False,False,False,False,False,True
case39,68.5,0,no,16-21,16,3LG,1,1,no_decision,no_decision,0,0,0.445503,0.619416,1,False,False,False,False,False,False,True
case39,68.5,4,yes,16-21,16,3LG,1,1,no_decision,no_decision,0,0,0.445503,0.619416,1,False,False,False,False,False,False,True
case39,68.5,0,no,16-21,16,SLG,1,1,reverse,reverse,0.0686133,0.0520778,0.601471,0.825765,1,False,False,False,False,False,False,True
case39,68.5,4,yes,16-21,16,SLG,1,1,reverse,reverse,0.0686133,0.0529282,0.601471,0.825808,1,False,False,False,False,False,False,True
case39,68.5,0,no,16-21,16,LL,1,1,reverse,reverse,3.96719,2.8032,0.443014,0.603346,1,False,False,False,False,False,False,True
case39,68.5,4,yes,16-21,16,LL,1,1,reverse,reverse,3.96719,2.9807,0.443014,0.592015,1,False,False,False,False,False,False,True
case39,68.5,0,no,16-21,16,LLG,1,1,reverse,reverse,3.95044,2.78982,0.470403,0.658662,1,False,False,False,False,False,False,True
case39,68.5,4,yes,16-21,16,LLG,1,1,reverse,reverse,3.95044,2.96839,0.470403,0.631002,1,False,False,False,False,False,False,True
case39,68.5,0,no,16-24,16,3LG,1,1,no_decision,no_decision,0,0,0.519407,0.641543,1,False,False,False,False,False,False,True
case39,68.5,4,yes,16-24,16,3LG,1,1,no_decision,no_decision,0,0,0.519407,0.641543,1,False,False,False,False,False,False,True
case39,68.5,0,no,16-24,16,SLG,1,1,reverse,no_decision,0.0568984,0.0431862,0.985009,1.33734,2,False,False,False,True,False,False,True
case39,68.5,4,yes,16-24,16,SLG,1,1,reverse,no_decision,0.0568984,0.0424359,0.985009,1.33653,2,False,False,False,True,False,False,True
case39,68.5,0,no,16-24,16,LL,1,1,reverse,reverse,3.28985,2.32459,0.575711,0.708302,1,False,False,False,False,False,False,True
case39,68.5,4,yes,16-24,16,LL,1,1,reverse,reverse,3.28985,2.38981,0.575711,0.692617,1,False,False,False,False,False,False,True
case39,68.5,0,no,16-24,16,LLG,1,1,reverse,reverse,3.27595,2.3135,0.51468,0.641332,1,False,False,False,False,False,False,True
case39,68.5,4,yes,16-24,16,LLG,1,1,reverse,reverse,3.27595,2.37994,0.51468,0.622948,1,False,False,False,False,False,False,True
case39,68.5,0,no,16-21,21,3LG,2,2,no_decision,no_decision,0,0,0.257336,0.298467,0,False,False,False,False,False,False,False
case39,68.5,4,yes,16-21,21,3LG,2,2,no_decision,no_decision,0,0,0.257336,0.298467,0,False,False,False,False,False,False,False
case39,68.5,0,no,16-21,21,SLG,2,2,forward,forward,0.455221,0.344304,0.571477,0.769484,1,False,False,False,False,False,False,True
case39,68.5,4,yes,16-21,21,SLG,2,2,forward,forward,0.455221,0.341784,0.571477,0.769997,1,False,False,False,False,False,False,True
case39,68.5,0,no,16-21,21,LL,2,2,forward,forward,14.5433,10.4633,0.26574,0.304657,0,False,False,False,False,False,False,False
case39,68.5,4,yes,16-21,21,LL,2,2,forward,forward,14.5433,10.7751,0.26574,0.301854,0,False,False,False,False,False,False,False
case39,68.5,0,no,16-21,21,LLG,2,2,forward,forward,14.4352,10.3809,0.268027,0.307932,0,False,False,False,False,False,False,False
case39,68.5,4,yes,16-21,21,LLG,2,2,forward,forward,14.4352,10.6915,0.268027,0.305248,0,False,False,False,False,False,False,False
case39,68.5,0,no,21-22,21,3LG,1,1,no_decision,no_decision,0,0,0.324763,0.402899,1,False,False,False,False,False,False,True
case39,68.5,4,yes,21-22,21,3LG,1,1,no_decision,no_decision,0,0,0.324763,0.402899,1,False,False,False,False,False,False,True
case39,68.5,0,no,21-22,21,SLG,1,1,reverse,reverse,0.211824,0.160212,0.450598,0.565178,1,False,False,False,False,False,False,True
case39,68.5,4,yes,21-22,21,SLG,1,1,reverse,reverse,0.211824,0.162538,0.450598,0.565289,1,False,False,False,False,False,False,True
case39,68.5,0,no,21-22,21,LL,1,1,reverse,reverse,6.76728,4.8688,0.323159,0.394022,1,False,False,False,False,False,False,True
case39,68.5,4,yes,21-22,21,LL,1,1,reverse,reverse,6.76728,5.12415,0.323159,0.38974,1,False,False,False,False,False,False,True
case39,68.5,0,no,21-22,21,LLG,1,1,reverse,reverse,6.71701,4.83044,0.329911,0.404637,1,False,False,False,False,False,False,True
case39,68.5,4,yes,21-22,21,LLG,1,1,reverse,reverse,6.71701,5.08439,0.329911,0.40202,1,False,False,False,False,False,False,True
case39,68.5,0,no,16-24,24,3LG,2,2,no_decision,no_decision,0,0,0.227097,0.263043,0,False,False,False,False,False,False,False
case39,68.5,4,yes,16-24,24,3LG,2,2,no_decision,no_decision,0,0,0.227097,0.263043,0,False,False,False,False,False,False,False
case39,68.5,0,no,16-24,24,SLG,2,2,forward,forward,0.479452,0.364327,1.48933,1.63065,0,False,False,False,False,False,False,False
case39,68.5,4,yes,16-24,24,SLG,2,2,forward,forward,0.479452,0.365463,1.48933,1.62807,0,False,False,False,False,False,False,False
case39,68.5,0,no,16-24,24,LL,2,2,forward,forward,20.4059,14.6995,0.238861,0.271325,0,False,False,False,False,False,False,False
case39,68.5,4,yes,16-24,24,LL,2,2,forward,forward,20.4059,15.3655,0.238861,0.266702,0,False,False,False,False,False,False,False
case39,68.5,0,no,16-24,24,LLG,2,2,forward,forward,20.2908,14.6114,0.237143,0.271664,0,False,False,False,False,False,False,False
case39,68.5,4,yes,16-24,24,LLG,2,2,forward,forward,20.2908,15.2769,0.237143,0.266705,0,False,False,False,False,False,False,False
case39,68.5,0,no,23-24,24,3LG,2,2,no_decision,no_decision,0,0,0.410328,0.496332,1,False,False,False,False,False,False,True
case39,68.5,4,yes,23-24,24,3LG,2,2,no_decision,no_decision,0,0,0.410328,0.496332,1,False,False,False,False,False,False,True
case39,68.5,0,no,23-24,24,SLG,2,2,forward,forward,0.112607,0.0855683,0.592619,0.68518,0,False,False,False,False,False,False,False
case39,68.5,4,yes,23-24,24,SLG,2,2,forward,forward,0.112607,0.0833714,0.592619,0.684802,0,False,False,False,False,False,False,False
case39,68.5,0,no,23-24,24,LL,2,2,forward,forward,4.79266,3.45241,0.408237,0.478248,0,False,False,False,False,False,False,False
case39,68.5,4,yes,23-24,24,LL,2,2,forward,forward,4.79266,3.50525,0.408237,0.472804,0,False,False,False,False,False,False,False
case39,68.5,0,no,23-24,24,LLG,2,2,forward,forward,4.76563,3.43173,0.422542,0.497765,0,False,False,False,False,False,False,False
case39,68.5,4,yes,23-24,24,LLG,2,2,forward,forward,4.76563,3.48505,0.422542,0.492686,0,False,False,False,False,False,False,False
case39,68.5,0,no,1-39,39,3LG,2,2,no_decision,no_decision,0,0,0.40211,0.480857,0,False,False,False,False,False,False,False
case39,68.5,4,yes,1-39,39,3LG,2,2,no_decision,no_decision,0,0,0.40211,0.480857,0,False,False,False,False,False,False,False
case39,68.5,0,no,1-39,39,SLG,2,2,forward,forward,0.10421,0.0708948,inf,1.78469,0,False,False,False,False,False,False,False
case39,68.5,4,yes,1-39,39,SLG,2,2,forward,forward,0.10421,0.0663954,inf,1.7959,0,False,False,False,False,False,False,False
case39,68.5,0,no,1-39,39,LL,2,2,forward,forward,5.2674,3.31774,0.431,0.476314,0,False,False,False,False,False,False,False
case39,68.5,4,yes,1-39,39,LL,2,2,forward,forward,5.2674,3.30186,0.431,0.466166,0,False,False,False,False,False,False,False
case39,68.5,0,no,1-39,39,LLG,2,2,forward,forward,5.24139,3.30118,0.430738,0.476817,0,False,False,False,False,False,False,False
case39,68.5,4,yes,1-39,39,LLG,2,2,forward,forward,5.24139,3.2855,0.430738,0.466807,0,False,False,False,False,False,False,False
case39,68.5,0,no,9-39,39,3LG,2,2,no_decision,no_decision,0,0,0.397704,0.445207,0,False,False,False,False,False,False,False
case39,68.5,4,yes,9-39,39,3LG,2,2,no_decision,no_decision,0,0,0.397704,0.445207,0,False,False,False,False,False,False,False
case39,68.5,0,no,9-39,39,SLG,2,2,forward,forward,0.107926,0.0734227,inf,1.02496,0,False,False,False,False,False,False,False
case39,68.5,4,yes,9-39,39,SLG,2,2,forward,forward,0.107926,0.0671218,inf,1.0284,0,False,False,False,False,False,False,False
case39,68.5,0,no,9-39,39,LL,2,2,forward,forward,5.45522,3.43605,0.431548,0.437713,0,False,False,False,False,False,False,False
case39,68.5,4,yes,9-39,39,LL,2,2,forward,forward,5.45522,3.33799,0.431548,0.431782,0,False,False,False,False,False,False,False
case39,68.5,0,no,9-39,39,LLG,2,2,forward,forward,5.42828,3.41889,0.431094,0.438335,0,False,False,False,False,False,False,False
case39,68.5,4,yes,9-39,39,LLG,2,2,forward,forward,5.42828,3.32145,0.431094,0.432483,0,False,False,False,False,False,False,False
case39,84,0,no,15-16,16,SLG,2,2,forward,forward,2.35787,1.2088,0.495574,0.983644,1,False,False,False,False,False,False,True
case39,84,4,yes,15-16,16,SLG,2,2,forward,forward,2.35787,1.0077,0.495574,1.09241,1,False,False,False,False,False,False,True
case39,84,0,no,15-16,16,LL,2,2,forward,forward,7.50739,3.17003,0.386773,0.522433,1,False,False,False,False,False,False,True
case39,84,4,yes,15-16,16,LL,2,2,forward,forward,7.50739,3.06597,0.386773,0.505697,1,False,False,False,False,False,False,True
case39,84,0,no,15-16,16,LLG,2,2,forward,forward,7.86848,3.35251,0.397752,0.50073,1,False,False,False,False,False,False,True
case39,84,4,yes,15-16,16,LLG,2,2,forward,forward,7.86848,3.21487,0.397752,0.489066,1,False,False,False,False,False,False,True
case39,84,0,no,16-17,16,SLG,1,1,reverse,reverse,2.84353,1.45778,0.439468,0.615244,1,False,False,False,False,False,False,True
case39,84,4,yes,16-17,16,SLG,1,1,reverse,reverse,2.84353,1.39924,0.439468,0.629876,1,False,False,False,False,False,False,True
case39,84,0,no,16-17,16,LL,1,1,reverse,reverse,9.05369,3.82296,0.333901,0.73186,1,False,False,False,False,False,False,True
case39,84,4,yes,16-17,16,LL,1,1,reverse,reverse,9.05369,4.25723,0.333901,0.656993,1,False,False,False,False,False,False,True
case39,84,0,no,16-17,16,LLG,1,1,reverse,reverse,9.48915,4.04302,0.333493,0.720872,1,False,False,False,False,False,False,True
case39,84,4,yes,16-17,16,LLG,1,1,reverse,reverse,9.48915,4.46398,0.333493,0.626709,1,False,False,False,False,False,False,True
case39,84,0,no,16-19,16,SLG,1,1,reverse,reverse,1.77109,0.907981,0.544433,0.604486,0,False,False,False,False,False,False,False
case39,84,4,yes,16-19,16,SLG,1,1,reverse,reverse,1.77109,0.750722,0.544433,0.609366,0,False,False,False,False,False,False,False
case39,84,0,no,16-19,16,LL,1,1,reverse,reverse,5.6391,2.38113,0.360227,0.439275,1,False,False,False,False,False,False,True
case39,84,4,yes,16-19,16,LL,1,1,reverse,reverse,5.6391,2.2841,0.360227,0.437764,1,False,False,False,False,False,False,True
case39,84,0,no,16-19,16,LLG,1,1,reverse,reverse,5.91033,2.5182,0.355309,0.434928,1,False,False,False,False,False,False,True
case39,84,4,yes,16-19,16,LLG,1,1,reverse,reverse,5.91033,2.39502,0.355309,0.433849,1,False,False,False,False,False,False,True
case39,84,0,no,16-21,16,SLG,1,1,reverse,reverse,0.576113,0.295354,1.35632,4.25474,1,False,False,False,False,False,False,True
case39,84,4,yes,16-21,16,SLG,1,1,reverse,reverse,0.576113,0.484542,1.35632,2.91861,1,False,False,False,False,False,False,True
case39,84,0,no,16-21,16,LL,1,1,reverse,reverse,1.83432,0.774551,0.598643,7.08107,1,False,False,False,False,False,False,True
case39,84,4,yes,16-21,16,LL,1,1,reverse,reverse,1.83432,1.47424,0.598643,2.22389,1,False,False,False,False,False,False,True
case39,84,0,no,16-21,16,LLG,1,1,reverse,reverse,1.92255,0.819138,0.581383,6.38032,1,False,False,False,False,False,False,True
case39,84,4,yes,16-21,16,LLG,1,1,reverse,reverse,1.92255,1.54583,0.581383,2.09249,1,False,False,False,False,False,False,True
case39,84,0,no,16-24,16,SLG,1,1,forward,forward,0.679632,0.348425,inf,7.49251,0,False,False,False,False,False,False,False
case39,84,4,yes,16-24,16,SLG,1,1,forward,reverse,0.679632,0.437708,inf,6.12032,1,False,False,False,False,True,False,False
case39,84,0,no,16-24,16,LL,1,1,forward,forward,2.16393,0.913727,0.849105,inf,1,False,False,False,False,False,True,False
case39,84,4,yes,16-24,16,LL,1,1,forward,reverse,2.16393,1.33174,0.849105,6.49109,2,False,False,False,False,True,False,True
case39,84,0,no,16-24,16,LLG,1,1,forward,forward,2.26801,0.966325,0.902693,inf,1,False,False,False,False,False,True,False
case39,84,4,yes,16-24,16,LLG,1,1,forward,reverse,2.26801,1.39642,0.902693,4.98521,2,False,False,False,False,True,False,True
case39,84,0,no,16-21,21,3LG,2,2,no_decision,no_decision,0,0,0.267374,0.376619,1,False,False,False,False,False,False,True
case39,84,4,yes,16-21,21,3LG,2,2,no_decision,no_decision,0,0,0.267374,0.376619,1,False,False,False,False,False,False,True
case39,84,0,no,16-21,21,SLG,2,2,forward,forward,9.06815,4.72008,0.265546,0.355489,1,False,False,False,False,False,False,True
case39,84,4,yes,16-21,21,SLG,2,2,forward,forward,9.06815,4.16365,0.265546,0.371489,1,False,False,False,False,False,False,True
case39,84,0,no,16-21,21,LL,2,2,forward,forward,13.4453,5.36189,0.275996,0.394175,1,False,False,False,False,False,False,True
case39,84,4,yes,16-21,21,LL,2,2,forward,forward,13.4453,5.49928,0.275996,0.379391,1,False,False,False,False,False,False,True
case39,84,0,no,16-21,21,LLG,2,2,forward,forward,14.7904,5.96738,0.275324,0.370559,1,False,False,False,False,False,False,True
case39,84,4,yes,16-21,21,LLG,2,2,forward,forward,14.7904,6.03403,0.275324,0.360534,1,False,False,False,False,False,False,True
case39,84,0,no,21-22,21,3LG,1,1,no_decision,no_decision,0,0,0.391069,inf,1,False,False,False,False,False,True,False
case39,84,4,yes,21-22,21,3LG,1,1,no_decision,no_decision,0,0,0.391069,inf,1,False,False,False,False,False,True,False
case39,84,0,no,21-22,21,SLG,1,1,reverse,reverse,2.23718,1.16448,0.426913,0.881693,1,False,False,False,False,False,False,True
case39,84,4,yes,21-22,21,SLG,1,1,reverse,reverse,2.23718,1.57664,0.426913,0.823451,1,False,False,False,False,False,False,True
case39,84,0,no,21-22,21,LL,1,1,reverse,reverse,3.31704,1.32282,0.392183,inf,1,False,False,False,False,False,True,False
case39,84,4,yes,21-22,21,LL,1,1,reverse,reverse,3.31704,2.0824,0.392183,2.42725,1,False,False,False,False,False,False,True
case39,84,0,no,21-22,21,LLG,1,1,reverse,reverse,3.6489,1.4722,0.373956,3.77085,1,False,False,False,False,False,False,True
case39,84,4,yes,21-22,21,LLG,1,1,reverse,reverse,3.6489,2.2849,0.373956,1.38729,1,False,False,False,False,False,False,True
case39,84,0,no,16-24,24,3LG,2,2,no_decision,no_decision,0,0,0.2361,0.33264,1,False,False,False,False,False,False,True
case39,84,4,yes,16-24,24,3LG,2,2,no_decision,no_decision,0,0,0.2361,0.33264,1,False,False,False,False,False,False,True
case39,84,0,no,16-24,24,SLG,2,2,forward,forward,8.49659,4.39643,0.264914,0.358097,1,False,False,False,False,False,False,True
case39,84,4,yes,16-24,24,SLG,2,2,forward,forward,8.49659,4.08262,0.264914,0.367481,1,False,False,False,False,False,False,True
case39,84,0,no,16-24,24,LL,2,2,forward,forward,18.3137,7.56161,0.248664,0.340632,1,False,False,False,False,False,False,True
case39,84,4,yes,16-24,24,LL,2,2,forward,forward,18.3137,8.05483,0.248664,0.327769,1,False,False,False,False,False,False,True
case39,84,0,no,16-24,24,LLG,2,2,forward,forward,19.6257,8.18206,0.238871,0.324375,1,False,False,False,False,False,False,True
case39,84,4,yes,16-24,24,LLG,2,2,forward,forward,19.6257,8.6263,0.238871,0.31492,1,False,False,False,False,False,False,True
case39,84,0,no,23-24,24,3LG,2,2,no_decision,no_decision,0,0,0.550153,inf,1,False,False,False,False,False,True,False
case39,84,4,yes,23-24,24,3LG,2,2,no_decision,no_decision,0,0,0.550153,inf,1,False,False,False,False,False,True,False
case39,84,0,no,23-24,24,SLG,2,2,forward,forward,0.994539,0.514609,0.752465,4.35408,1,False,False,False,False,False,False,True
case39,84,4,yes,23-24,24,SLG,2,2,forward,forward,0.994539,0.713436,0.752465,3.01665,1,False,False,False,False,False,False,True
case39,84,0,no,23-24,24,LL,2,2,forward,forward,2.14364,0.885098,0.550714,inf,1,False,False,False,False,False,True,False
